Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,
ZAF,1975-01-01,1975-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1975,1975,LCU,4.5295720230,E
ZAF,1976-01-01,1976-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1976,1976,LCU,4.6022330660,E
ZAF,1977-01-01,1977-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1977,1977,LCU,4.7481467750,E
ZAF,1978-01-01,1978-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1978,1978,LCU,4.9857433590,E
ZAF,1979-01-01,1979-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1979,1979,LCU,5.4005584330,E
ZAF,1980-01-01,1980-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1980,1980,LCU,6.8327728120,E
ZAF,1981-01-01,1981-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1981,1981,LCU,7.7640626950,E
ZAF,1982-01-01,1982-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1982,1982,LCU,8.3779672890,E
ZAF,1983-01-01,1983-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1983,1983,LCU,9.6748947110,E
ZAF,1984-01-01,1984-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1984,1984,LCU,10.9921845900,E
ZAF,1985-01-01,1985-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1985,1985,LCU,11.3499030900,E
ZAF,1986-01-01,1986-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1986,1986,LCU,11.9419070400,E
ZAF,1987-01-01,1987-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1987,1987,LCU,15.3331529100,E
ZAF,1988-01-01,1988-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1988,1988,LCU,18.4884283400,E
ZAF,1989-01-01,1989-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1989,1989,LCU,17.8288012200,E
ZAF,1990-01-01,1990-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1990,1990,LCU,18.9684830100,E
ZAF,1991-01-01,1991-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1991,1991,LCU,20.6030024300,E
ZAF,1992-01-01,1992-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1992,1992,LCU,26.7482223700,E
ZAF,1993-01-01,1993-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1993,1993,LCU,26.9031168300,E
ZAF,1994-01-01,1994-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1994,1994,LCU,31.0041784100,E
ZAF,1995-01-01,1995-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1995,1995,LCU,36.7662847500,E
ZAF,1996-01-01,1996-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1996,1996,LCU,36.5630469400,E
ZAF,1997-01-01,1997-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1997,1997,LCU,38.4312288300,E
ZAF,1998-01-01,1998-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1998,1998,LCU,40.9512993900,E
ZAF,1999-01-01,1999-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1999,1999,LCU,39.5940444200,E
ZAF,2000-01-01,2000-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2000,2000,LCU,39.5217944800,E
ZAF,2001-01-01,2001-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2001,2001,LCU,48.6694476300,E
ZAF,2002-01-01,2002-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2002,2002,LCU,56.0723105700,E
ZAF,2003-01-01,2003-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2003,2003,LCU,54.7517489200,E
ZAF,2004-01-01,2004-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2004,2004,LCU,54.6929406700,E
ZAF,2005-01-01,2005-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2005,2005,LCU,51.1312362300,E
ZAF,2006-01-01,2006-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2006,2006,LCU,59.5887887400,E
ZAF,2007-01-01,2007-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2007,2007,LCU,75.8058321600,E
ZAF,2008-01-01,2008-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2008,2008,LCU,77.1460239600,E
ZAF,2009-01-01,2009-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2009,2009,LCU,78.4742371800,E
ZAF,2010-01-01,2010-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2010,2010,LCU,75.6095180000,E
ZAF,2011-01-01,2011-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2011,2011,LCU,78.2697511300,E
ZAF,2012-01-01,2012-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2012,2012,LCU,79.7363575400,E
ZAF,2013-01-01,2013-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2013,2013,LCU,80.6970231300,E
ZAF,2014-01-01,2014-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2014,2014,LCU,85.7426863100,E
ZAF,2015-01-01,2015-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2015,2015,LCU,100.0000000000,E
ZAF,2016-01-01,2016-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2016,2016,LCU,122.6672547000,E
ZAF,2017-01-01,2017-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2017,2017,LCU,113.5325740000,E
ZAF,2018-01-01,2018-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2018,2018,LCU,108.1523657000,E
ZAF,2019-01-01,2019-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2019,2019,LCU,105.0613558000,E
ZAF,2020-01-01,2020-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2020,2020,LCU,116.2285557000,E
ZAF,2021-01-01,2021-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2021,2021,LCU,116.5137481000,E
ZAF,1970-01-01,1970-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1970,1970,US$,43.1121580200,E
ZAF,1971-01-01,1971-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1971,1971,US$,43.4951204300,E
ZAF,1972-01-01,1972-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1972,1972,US$,45.2242659900,E
ZAF,1973-01-01,1973-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1973,1973,US$,67.6091582400,E
ZAF,1974-01-01,1974-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1974,1974,US$,78.1524350200,E
ZAF,1975-01-01,1975-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1975,1975,US$,78.1499530600,E
ZAF,1976-01-01,1976-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1976,1976,US$,67.5275095600,E
ZAF,1977-01-01,1977-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1977,1977,US$,69.6684679300,E
ZAF,1978-01-01,1978-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1978,1978,US$,73.1546680800,E
ZAF,1979-01-01,1979-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1979,1979,US$,81.8331379700,E
ZAF,1980-01-01,1980-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1980,1980,US$,111.9351562000,E
ZAF,1981-01-01,1981-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1981,1981,US$,112.8800322000,E
ZAF,1982-01-01,1982-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1982,1982,US$,98.4457053500,E
ZAF,1983-01-01,1983-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1983,1983,US$,110.7991320000,E
ZAF,1984-01-01,1984-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1984,1984,US$,95.0658594200,E
ZAF,1985-01-01,1985-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1985,1985,US$,64.9770061200,E
ZAF,1986-01-01,1986-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1986,1986,US$,66.6800240600,E
ZAF,1987-01-01,1987-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1987,1987,US$,96.0861666800,E
ZAF,1988-01-01,1988-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1988,1988,US$,103.7589406000,E
ZAF,1989-01-01,1989-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1989,1989,US$,86.7344316600,E
ZAF,1990-01-01,1990-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1990,1990,US$,93.5398349400,E
ZAF,1991-01-01,1991-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1991,1991,US$,95.1982240200,E
ZAF,1992-01-01,1992-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1992,1992,US$,119.6623510000,E
ZAF,1993-01-01,1993-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1993,1993,US$,105.0434985000,E
ZAF,1994-01-01,1994-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1994,1994,US$,111.4059803000,E
ZAF,1995-01-01,1995-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1995,1995,US$,129.3320906000,E
ZAF,1996-01-01,1996-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1996,1996,US$,108.5060484000,E
ZAF,1997-01-01,1997-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1997,1997,US$,106.4117777000,E
ZAF,1998-01-01,1998-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1998,1998,US$,94.5130139200,E
ZAF,1999-01-01,1999-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1999,1999,US$,82.6874515500,E
ZAF,2000-01-01,2000-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2000,2000,US$,72.6611408700,E
ZAF,2001-01-01,2001-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2001,2001,US$,72.1288273900,E
ZAF,2002-01-01,2002-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2002,2002,US$,67.8721116800,E
ZAF,2003-01-01,2003-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2003,2003,US$,92.3459277700,E
ZAF,2004-01-01,2004-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2004,2004,US$,108.0273480000,E
ZAF,2005-01-01,2005-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2005,2005,US$,102.5862913000,E
ZAF,2006-01-01,2006-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2006,2006,US$,112.2770016000,E
ZAF,2007-01-01,2007-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2007,2007,US$,137.2819397000,E
ZAF,2008-01-01,2008-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2008,2008,US$,119.1470982000,E
ZAF,2009-01-01,2009-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2009,2009,US$,118.1597675000,E
ZAF,2010-01-01,2010-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2010,2010,US$,131.7671584000,E
ZAF,2011-01-01,2011-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2011,2011,US$,137.5320441000,E
ZAF,2012-01-01,2012-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2012,2012,US$,123.9165118000,E
ZAF,2013-01-01,2013-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2013,2013,US$,106.6392295000,E
ZAF,2014-01-01,2014-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2014,2014,US$,100.8034394000,E
ZAF,2015-01-01,2015-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2015,2015,US$,100.0000000000,E
ZAF,2016-01-01,2016-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2016,2016,US$,106.4000289000,E
ZAF,2017-01-01,2017-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2017,2017,US$,108.6379186000,E
ZAF,2018-01-01,2018-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2018,2018,US$,104.2155290000,E
ZAF,2019-01-01,2019-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2019,2019,US$,92.7762290300,E
ZAF,2020-01-01,2020-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2020,2020,US$,90.0991926800,E
ZAF,2021-01-01,2021-12-31,202,'710,South Africa,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",2021,2021,US$,100.5902448000,E
ZAF,1970-01-01,1970-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1970,1970,LCU,1.7627463120,E
ZAF,1971-01-01,1971-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1971,1971,LCU,1.7692293460,E
ZAF,1972-01-01,1972-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1972,1972,LCU,1.8675491020,E
ZAF,1973-01-01,1973-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1973,1973,LCU,2.1401257180,E
ZAF,1974-01-01,1974-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1974,1974,LCU,2.4040848490,E
ZAF,1975-01-01,1975-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1975,1975,LCU,2.8335448270,E
ZAF,1976-01-01,1976-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1976,1976,LCU,3.1563184460,E
ZAF,1977-01-01,1977-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1977,1977,LCU,3.3216320410,E
ZAF,1978-01-01,1978-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1978,1978,LCU,3.5005241530,E
ZAF,1979-01-01,1979-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1979,1979,LCU,4.0135392850,E
ZAF,1980-01-01,1980-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1980,1980,LCU,4.9401355560,E
ZAF,1981-01-01,1981-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1981,1981,LCU,5.7885534010,E
ZAF,1982-01-01,1982-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1982,1982,LCU,6.7598440690,E
ZAF,1983-01-01,1983-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1983,1983,LCU,7.8320276220,E
ZAF,1984-01-01,1984-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1984,1984,LCU,8.3874256450,E
ZAF,1985-01-01,1985-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1985,1985,LCU,9.4465297830,E
ZAF,1986-01-01,1986-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1986,1986,LCU,11.1368108700,E
ZAF,1987-01-01,1987-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1987,1987,LCU,13.0173736600,E
ZAF,1988-01-01,1988-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1988,1988,LCU,14.8797826500,E
ZAF,1989-01-01,1989-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1989,1989,LCU,17.8394042600,E
ZAF,1990-01-01,1990-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1990,1990,LCU,21.2315000700,E
ZAF,1991-01-01,1991-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1991,1991,LCU,24.8192626500,E
ZAF,1992-01-01,1992-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1992,1992,LCU,27.7698877000,E
ZAF,1993-01-01,1993-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1993,1993,LCU,30.6136486900,E
ZAF,1994-01-01,1994-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1994,1994,LCU,33.1949881800,E
ZAF,1995-01-01,1995-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1995,1995,LCU,36.0092986000,E
ZAF,1996-01-01,1996-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1996,1996,LCU,38.1659842200,E
ZAF,1997-01-01,1997-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1997,1997,LCU,40.5117982800,E
ZAF,1998-01-01,1998-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1998,1998,LCU,42.7937273400,E
ZAF,1999-01-01,1999-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1999,1999,LCU,44.6289065800,E
ZAF,2000-01-01,2000-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2000,2000,LCU,48.0898811500,E
ZAF,2001-01-01,2001-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2001,2001,LCU,51.7768250000,E
ZAF,2002-01-01,2002-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2002,2002,LCU,58.8875601600,E
ZAF,2003-01-01,2003-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2003,2003,LCU,63.5292355900,E
ZAF,2004-01-01,2004-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2004,2004,LCU,65.2901565100,E
ZAF,2005-01-01,2005-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2005,2005,LCU,65.9901479500,E
ZAF,2006-01-01,2006-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2006,2006,LCU,62.3473341000,E
ZAF,2007-01-01,2007-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2007,2007,LCU,66.8288355700,E
ZAF,2008-01-01,2008-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2008,2008,LCU,73.4771605600,E
ZAF,2009-01-01,2009-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2009,2009,LCU,81.7582271300,E
ZAF,2010-01-01,2010-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2010,2010,LCU,80.6472806200,E
ZAF,2011-01-01,2011-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2011,2011,LCU,79.0898102200,E
ZAF,2012-01-01,2012-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2012,2012,LCU,80.5903384400,E
ZAF,2013-01-01,2013-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2013,2013,LCU,85.7360206900,E
ZAF,2014-01-01,2014-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2014,2014,LCU,93.0588723400,E
ZAF,2015-01-01,2015-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2015,2015,LCU,100.0000000000,E
ZAF,2016-01-01,2016-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2016,2016,LCU,106.8875088000,E
ZAF,2017-01-01,2017-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2017,2017,LCU,114.5244419000,E
ZAF,2018-01-01,2018-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2018,2018,LCU,118.5080334000,E
ZAF,2019-01-01,2019-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2019,2019,LCU,124.7519717000,E
ZAF,2020-01-01,2020-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2020,2020,LCU,132.6900980000,E
ZAF,2021-01-01,2021-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2021,2021,LCU,140.2652041000,E
ZAF,1970-01-01,1970-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1970,1970,US$,31.4870491200,E
ZAF,1971-01-01,1971-12-31,202,'710,South Africa,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1971,1971,US$,31.5617148000,E
