Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Note
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,,,#date+year,#indicator+type,#indicator+value+num,,
ZAF,2011-07-01,2011-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2011,2011,Index,78.032390,X,base year is 2015
ZAF,2012-07-01,2012-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2012,2012,Index,82.207560,X,base year is 2015
ZAF,2013-07-01,2013-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2013,2013,Index,87.678470,X,base year is 2015
ZAF,2014-07-01,2014-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2014,2014,Index,95.740850,X,base year is 2015
ZAF,2015-07-01,2015-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2015,2015,Index,99.772050,X,base year is 2015
ZAF,2016-07-01,2016-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2016,2016,Index,112.297500,X,base year is 2015
ZAF,2017-07-01,2017-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2017,2017,Index,119.496100,X,base year is 2015
ZAF,2018-07-01,2018-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2018,2018,Index,123.095400,X,base year is 2015
ZAF,2019-07-01,2019-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2019,2019,Index,127.414500,X,base year is 2015
ZAF,2020-07-01,2020-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2020,2020,Index,132.741500,X,base year is 2015
ZAF,2021-07-01,2021-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2021,2021,Index,141.667700,X,base year is 2015
ZAF,2022-07-01,2022-07-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2022,2022,Index,155.632900,X,base year is 2015
ZAF,2000-08-01,2000-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2000,2000,Index,35.736640,X,base year is 2015
ZAF,2001-08-01,2001-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2001,2001,Index,37.150550,X,base year is 2015
ZAF,2002-08-01,2002-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2002,2002,Index,44.692050,X,base year is 2015
ZAF,2003-08-01,2003-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2003,2003,Index,47.253010,X,base year is 2015
ZAF,2004-08-01,2004-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2004,2004,Index,47.555080,X,base year is 2015
ZAF,2005-08-01,2005-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2005,2005,Index,48.697660,X,base year is 2015
ZAF,2006-08-01,2006-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2006,2006,Index,51.875880,X,base year is 2015
ZAF,2007-08-01,2007-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2007,2007,Index,57.464030,X,base year is 2015
ZAF,2008-08-01,2008-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2008,2008,Index,67.378520,X,base year is 2015
ZAF,2009-08-01,2009-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2009,2009,Index,71.841630,X,base year is 2015
ZAF,2010-08-01,2010-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2010,2010,Index,72.993400,X,base year is 2015
ZAF,2011-08-01,2011-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2011,2011,Index,78.176360,X,base year is 2015
ZAF,2012-08-01,2012-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2012,2012,Index,82.063590,X,base year is 2015
ZAF,2013-08-01,2013-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2013,2013,Index,88.110370,X,base year is 2015
ZAF,2014-08-01,2014-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2014,2014,Index,96.460710,X,base year is 2015
ZAF,2015-08-01,2015-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2015,2015,Index,100.491900,X,base year is 2015
ZAF,2016-08-01,2016-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2016,2016,Index,113.305300,X,base year is 2015
ZAF,2017-08-01,2017-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2017,2017,Index,119.208200,X,base year is 2015
ZAF,2018-08-01,2018-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2018,2018,Index,122.951400,X,base year is 2015
ZAF,2019-08-01,2019-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2019,2019,Index,128.134400,X,base year is 2015
ZAF,2020-08-01,2020-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2020,2020,Index,132.885400,X,base year is 2015
ZAF,2021-08-01,2021-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2021,2021,Index,141.955600,X,base year is 2015
ZAF,2022-08-01,2022-08-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2022,2022,Index,158.368300,X,base year is 2015
ZAF,2000-09-01,2000-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2000,2000,Index,35.842680,X,base year is 2015
ZAF,2001-09-01,2001-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2001,2001,Index,37.504030,X,base year is 2015
ZAF,2002-09-01,2002-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2002,2002,Index,45.558840,X,base year is 2015
ZAF,2003-09-01,2003-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2003,2003,Index,47.187350,X,base year is 2015
ZAF,2004-09-01,2004-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2004,2004,Index,47.587910,X,base year is 2015
ZAF,2005-09-01,2005-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2005,2005,Index,48.868390,X,base year is 2015
ZAF,2006-09-01,2006-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2006,2006,Index,52.407770,X,base year is 2015
ZAF,2007-09-01,2007-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2007,2007,Index,58.514680,X,base year is 2015
ZAF,2008-09-01,2008-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2008,2008,Index,68.386320,X,base year is 2015
ZAF,2009-09-01,2009-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2009,2009,Index,71.841630,X,base year is 2015
ZAF,2010-09-01,2010-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2010,2010,Index,72.849430,X,base year is 2015
ZAF,2011-09-01,2011-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2011,2011,Index,79.040190,X,base year is 2015
ZAF,2012-09-01,2012-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2012,2012,Index,83.647270,X,base year is 2015
ZAF,2013-09-01,2013-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2013,2013,Index,88.830230,X,base year is 2015
ZAF,2014-09-01,2014-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2014,2014,Index,96.460710,X,base year is 2015
ZAF,2015-09-01,2015-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2015,2015,Index,100.635900,X,base year is 2015
ZAF,2016-09-01,2016-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2016,2016,Index,113.449300,X,base year is 2015
ZAF,2017-09-01,2017-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2017,2017,Index,119.208200,X,base year is 2015
ZAF,2018-09-01,2018-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2018,2018,Index,123.383300,X,base year is 2015
ZAF,2019-09-01,2019-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2019,2019,Index,128.422300,X,base year is 2015
ZAF,2020-09-01,2020-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2020,2020,Index,133.029400,X,base year is 2015
ZAF,2021-09-01,2021-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2021,2021,Index,141.955600,X,base year is 2015
ZAF,2022-09-01,2022-09-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2022,2022,Index,158.944200,X,base year is 2015
ZAF,2000-10-01,2000-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2000,2000,Index,35.771980,X,base year is 2015
ZAF,2001-10-01,2001-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2001,2001,Index,38.034240,X,base year is 2015
ZAF,2002-10-01,2002-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2002,2002,Index,46.333690,X,base year is 2015
ZAF,2003-10-01,2003-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2003,2003,Index,47.417180,X,base year is 2015
ZAF,2004-10-01,2004-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2004,2004,Index,47.909670,X,base year is 2015
ZAF,2005-10-01,2005-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2005,2005,Index,48.953750,X,base year is 2015
ZAF,2006-10-01,2006-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2006,2006,Index,53.038160,X,base year is 2015
ZAF,2007-10-01,2007-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2007,2007,Index,59.473400,X,base year is 2015
ZAF,2008-10-01,2008-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2008,2008,Index,68.962200,X,base year is 2015
ZAF,2009-10-01,2009-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2009,2009,Index,72.417520,X,base year is 2015
ZAF,2010-10-01,2010-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2010,2010,Index,73.137370,X,base year is 2015
ZAF,2011-10-01,2011-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2011,2011,Index,80.623880,X,base year is 2015
ZAF,2012-10-01,2012-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2012,2012,Index,85.662860,X,base year is 2015
ZAF,2013-10-01,2013-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2013,2013,Index,89.550090,X,base year is 2015
ZAF,2014-10-01,2014-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2014,2014,Index,96.460710,X,base year is 2015
ZAF,2015-10-01,2015-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2015,2015,Index,101.355700,X,base year is 2015
ZAF,2016-10-01,2016-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2016,2016,Index,114.313100,X,base year is 2015
ZAF,2017-10-01,2017-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2017,2017,Index,119.928000,X,base year is 2015
ZAF,2018-10-01,2018-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2018,2018,Index,123.527300,X,base year is 2015
ZAF,2019-10-01,2019-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2019,2019,Index,128.278400,X,base year is 2015
ZAF,2020-10-01,2020-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2020,2020,Index,134.901000,X,base year is 2015
ZAF,2021-10-01,2021-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2021,2021,Index,143.251300,X,base year is 2015
ZAF,2022-10-01,2022-10-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2022,2022,Index,160.383900,X,base year is 2015
ZAF,2000-11-01,2000-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2000,2000,Index,35.665940,X,base year is 2015
ZAF,2001-11-01,2001-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2001,2001,Index,38.705850,X,base year is 2015
ZAF,2002-11-01,2002-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2002,2002,Index,46.655460,X,base year is 2015
ZAF,2003-11-01,2003-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2003,2003,Index,47.752080,X,base year is 2015
ZAF,2004-11-01,2004-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2004,2004,Index,48.329930,X,base year is 2015
ZAF,2005-11-01,2005-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2005,2005,Index,49.268950,X,base year is 2015
ZAF,2006-11-01,2006-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2006,2006,Index,53.222020,X,base year is 2015
ZAF,2007-11-01,2007-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2007,2007,Index,60.051250,X,base year is 2015
ZAF,2008-11-01,2008-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2008,2008,Index,69.394120,X,base year is 2015
ZAF,2009-11-01,2009-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2009,2009,Index,72.273540,X,base year is 2015
ZAF,2010-11-01,2010-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2010,2010,Index,73.137370,X,base year is 2015
ZAF,2011-11-01,2011-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2011,2011,Index,81.055790,X,base year is 2015
ZAF,2012-11-01,2012-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2012,2012,Index,86.814640,X,base year is 2015
ZAF,2013-11-01,2013-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2013,2013,Index,90.269940,X,base year is 2015
ZAF,2014-11-01,2014-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2014,2014,Index,96.892620,X,base year is 2015
ZAF,2015-11-01,2015-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2015,2015,Index,102.219600,X,base year is 2015
ZAF,2016-11-01,2016-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2016,2016,Index,114.889000,X,base year is 2015
ZAF,2017-11-01,2017-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2017,2017,Index,120.359900,X,base year is 2015
ZAF,2018-11-01,2018-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2018,2018,Index,124.103200,X,base year is 2015
ZAF,2019-11-01,2019-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2019,2019,Index,128.710300,X,base year is 2015
ZAF,2020-11-01,2020-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2020,2020,Index,135.764800,X,base year is 2015
ZAF,2021-11-01,2021-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2021,2021,Index,143.395300,X,base year is 2015
ZAF,2022-11-01,2022-11-30,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2022,2022,Index,161.247800,X,base year is 2015
ZAF,2000-12-01,2000-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2000,2000,Index,35.595250,X,base year is 2015
ZAF,2001-12-01,2001-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2001,2001,Index,39.660240,X,base year is 2015
ZAF,2002-12-01,2002-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2002,2002,Index,46.813050,X,base year is 2015
ZAF,2003-12-01,2003-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2003,2003,Index,47.568210,X,base year is 2015
ZAF,2004-12-01,2004-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2004,2004,Index,48.185470,X,base year is 2015
ZAF,2005-12-01,2005-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2005,2005,Index,49.846810,X,base year is 2015
ZAF,2006-12-01,2006-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2006,2006,Index,53.307390,X,base year is 2015
ZAF,2007-12-01,2007-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2007,2007,Index,60.300780,X,base year is 2015
ZAF,2008-12-01,2008-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2008,2008,Index,69.682060,X,base year is 2015
ZAF,2009-12-01,2009-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2009,2009,Index,72.129580,X,base year is 2015
ZAF,2010-12-01,2010-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2010,2010,Index,73.281340,X,base year is 2015
ZAF,2011-12-01,2011-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2011,2011,Index,81.487700,X,base year is 2015
ZAF,2012-12-01,2012-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2012,2012,Index,86.814640,X,base year is 2015
ZAF,2013-12-01,2013-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2013,2013,Index,90.269940,X,base year is 2015
ZAF,2014-12-01,2014-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2014,2014,Index,96.604680,X,base year is 2015
ZAF,2015-12-01,2015-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2015,2015,Index,102.795400,X,base year is 2015
ZAF,2016-12-01,2016-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2016,2016,Index,115.896800,X,base year is 2015
ZAF,2017-12-01,2017-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2017,2017,Index,120.791800,X,base year is 2015
ZAF,2018-12-01,2018-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2018,2018,Index,124.103200,X,base year is 2015
ZAF,2019-12-01,2019-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2019,2019,Index,128.998200,X,base year is 2015
ZAF,2020-12-01,2020-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2020,2020,Index,136.628700,X,base year is 2015
ZAF,2021-12-01,2021-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2021,2021,Index,143.971200,X,base year is 2015
ZAF,2022-12-01,2022-12-31,202,'710,South Africa,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2022,2022,Index,161.967600,X,base year is 2015
ZAF,2000-01-01,2000-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2000,2000,Index,44.564950,X,base year is 2015
ZAF,2001-01-01,2001-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2001,2001,Index,47.738300,X,base year is 2015
ZAF,2002-01-01,2002-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2002,2002,Index,50.129820,X,base year is 2015
ZAF,2003-01-01,2003-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2003,2003,Index,56.415820,X,base year is 2015
ZAF,2004-01-01,2004-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2004,2004,Index,55.287910,X,base year is 2015
ZAF,2005-01-01,2005-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2005,2005,Index,56.429570,X,base year is 2015
ZAF,2006-01-01,2006-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2006,2006,Index,57.612500,X,base year is 2015
ZAF,2007-01-01,2007-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2007,2007,Index,60.597310,X,base year is 2015
ZAF,2008-01-01,2008-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2008,2008,Index,65.623950,X,base year is 2015
ZAF,2009-01-01,2009-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2009,2009,Index,71.160120,X,base year is 2015
ZAF,2010-01-01,2010-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2010,2010,Index,75.346010,X,base year is 2015
ZAF,2011-01-01,2011-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2011,2011,Index,78.046590,X,base year is 2015
ZAF,2012-01-01,2012-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2012,2012,Index,82.907620,X,base year is 2015
ZAF,2013-01-01,2013-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2013,2013,Index,87.498600,X,base year is 2015
ZAF,2014-01-01,2014-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2014,2014,Index,92.494650,X,base year is 2015
ZAF,2015-01-01,2015-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2015,2015,Index,96.680540,X,base year is 2015
ZAF,2016-01-01,2016-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2016,2016,Index,102.621800,X,base year is 2015
ZAF,2017-01-01,2017-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2017,2017,Index,109.643300,X,base year is 2015
ZAF,2018-01-01,2018-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2018,2018,Index,114.369300,X,base year is 2015
ZAF,2019-01-01,2019-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2019,2019,Index,118.825200,X,base year is 2015
ZAF,2020-01-01,2020-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2020,2020,Index,123.956300,X,base year is 2015
ZAF,2021-01-01,2021-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2021,2021,Index,128.007200,X,base year is 2015
ZAF,2022-01-01,2022-01-31,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2022,2022,Index,135.298800,X,base year is 2015
ZAF,2000-02-01,2000-02-29,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2000,2000,Index,44.426980,X,base year is 2015
ZAF,2001-02-01,2001-02-28,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2001,2001,Index,47.876270,X,base year is 2015
ZAF,2002-02-01,2002-02-28,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2002,2002,Index,50.735030,X,base year is 2015
ZAF,2003-02-01,2003-02-28,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2003,2003,Index,56.353920,X,base year is 2015
ZAF,2004-02-01,2004-02-29,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2004,2004,Index,55.459850,X,base year is 2015
ZAF,2005-02-01,2005-02-28,202,'710,South Africa,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2005,2005,Index,56.457080,X,base year is 2015
